Myanmar	Type	English
ေထာက္ခံခ်က္မ်ား	recommendations	n[pl]
အႀကံျပဳေထာက္ခံခဲ့	recommended	v[pt]
အႀကံျပဳေထာက္ခံခဲ့ၿပီး	recommended	v[pp]
အႀကံျပဳေထာက္ခံေန	recommending	v[ing]
အႀကံျပဳေထာက္ခံ	recommends	v[sg]
ဆုေပးသည္	recompense	v
ဒဏ္ေပးသည္	recompense	v
ျပန္၍သင့္ျမတ္ေစသည္	reconcile	v
ခက္ခဲနက္နဲ သိမ္ေမြ႕ေသာ	recondite	adj
ျပန္လည္ျပဳျပင္သည္	recondition	v
ရန္သူဘက္သို႕ ကင္းေထာက္ျခင္း	reconnaissance	n
ၾကည့္ရႈစစ္ေဆးသည္	reconnoitre	v
ႀကိဳတင္ၾကည့္ရႈစစ္ေဆးသည္	reconnoitre	v
ႀကိဳတင္သြားေရာက္ၾကည့္ရူျခင္း	reconnoitre	n
ျပန္၍အသစ္တဖန္ စဉ္းစားဆင္ျခင္သည္	reconsider	adj
ျပန္လည္တည္ေဆာက္သည္	reconstruct	v
မွတ္တမ္းတင္သည္	record	v
ဓာတ္ျပားသြင္းသည္	record	v
မွတ္တမ္း	record	n
စံခ်ိန္	record	n
စံခ်ိန္ခ်ိဳးေသာ	record-breaking	adj
မွတ္တမ္းတင္ခဲ့	recorded	v[pt]
မွတ္တမ္းတင္ခဲ့ၿပီး	recorded	v[pp]
ရေကာ္ဒါ	recorder	n
ရေကာ္ဒါမ်ား	recorders	n[pl]
အသံသြင္းျခင္း	recording	n
မွတ္တမ္းေန	recording	v[ing]
အသံသြင္းျခင္းမ်ား	recordings	n[pl]
မွတ္တမ္းမ်ား	records	n[pl]
အသံသြင္း	records	v[sg]
ျပန္ေျပာသည္	recount	v
ေလ်ာ္ေၾကးေပးသည္	recoup	v
အကူအညီ ေတာင္းခံသည္	recourse	v
ေပ်ာက္ေနသည့္ အရာကိုရသည္	recover	v
ေနျပန္ေကာင္းသည္	recover	v
ျပန္ေတြ႕ႏိုင္ေသာ	recoverable	adj
နာလန္ထူခဲ့	recovered	v[pt]
နာလန္ထူခဲ့ၿပီး	recovered	v[pp]
နာလန္ထူေန	recovering	v[ing]
နာလန္ထူ	recovers	v[sg]
ျပန္၍ရယူ၊ ရရိွျခင္း	recovery	n
ျပန္လည္က်န္းမာျခင္း	recovery	n
သတၱိနည္းသည့္ သစၥာေဖာက္	recreant	n
အပမ္းေျပသည္	recreate	v
ေဖ်ာ္ေျဖသည္	recreate	v
ေဖ်ာ္ေျဖမႈ	recreation	n
အပန္းေျဖေရးႏွင့္ဆိုင္ေသာ	recreational	adj
ျပန္၍စြပ္စြဲသည္	recriminate	v
စြဲဆိုသည္	recriminate	v
အျပစ္တင္သည္	recriminate	v
ျပန္လွန္စြဲဆိုခ်က္	recrimination	n
စစ္သားသစ္	recruit	n
အဖြဲ႕ဝင္သစ္	recruit	n
စစ္သားသစ္သြင္းသည္	recruit	v
စစ္သားစုေဆာင္းခဲ့	recruited	v[pt]
စစ္သားစုေဆာင္းခဲ့ၿပီး	recruited	v[pp]
စစ္သားစုေဆာင္းေန	recruiting	v[ing]
တပ္သားသစ္သြင္းျခင္း	recruitment	n
လူစုေဆာင္း	recruits	v[sg]
တပ္သားသစ္	recruits	n[pl]
ေထာင့္မွန္ ေလးေထာင့္	rectangle	n
အမွားကိုပယ္သည္	rectify	v
မ်ဉ္းတစ္ေၾကာင္းတည္းျဖစ္ေသာ	rectilinear	adj
ေျဖာင့္မတ္ျခင္း	rectitude	n
ေျဖာင့္မတ္သည့္စိတ္ထား	rectitude	n
စာအုပ္၏လက္ယာဘက္စာမ်က္ႏွာ	recto	n
ပါေမာကၡခ်ဳပ္	rector	n
ပါေမာကၡခ်ဳပ္	rectors	n[pl]
ခရစ္ယာန္ေရဖ်န္းသင္းအုပ္ဆရာအလုပ္	rectory	n
စအိုဝ	rectum	n
ဒြာရ	rectum	n
စအိုမ်ား	rectums	n[pl]
လေလ်ာင္းေနေသာ	recumbent	adj
အားျပန္ျပည့္လာသည္	recuperate	v
ျပန္ျဖစ္လာသည္	recur	v
ျပန္ေတြးသည္	recurve	v
ကလန္ကဆန္လုပ္ေသာ	recusant	adj
ျပန္လည္သံုးစြဲသည္	recycle	v
အနေရာင္ျဖစ္ေသာ	red	adj
အနေရာင္	red	n
ခါခ်ဉ္ေကာင္	red ant	n
ၾကက္ေျခနီအဖြဲ႕	Red Cross	n
ဝက္သားနီခ်က္	red port	n
လက္ပံပင္	red silk cotton tree	n
ၿဗိတိသွ်စစ္သား	red-coat	n
မ်က္ဆန္	red-eyed gudgeon	n
အႏၱရယ္ရိွေၾကာင္းျပသည့္ သေကၤတ	red-light	n
ဇိမ္ခန္းမ်ားရိွသည့္ ရပ္ကြက္	red-light district	n
တည္းျဖတ္သည္	redact	v
တည္းျဖတ္ျခင္း	redaction	n
ဂ်က္ေခါင္းထိုးပံု ခံတပ္ကတုတ္	redan	n
GB စစ္ရဲ	redcap	n
US ဘူတာရံုရိွ အထမ္းသမား	redcap	n
နီလာသည္	redden	v
အနေရာင္ထြက္သည္	redden	v
ပို၍နီ	redder	adj[com]
အနီဆံုး	reddest	adj[sup]
နီသလိုျဖစ္ေသာ	reddish	adj
ေပါင္ထားသည့္ ပစၥည္းကို ျပန္ေရြးသည္	redeem	v
ေရြးႏိုင္ေသာ	redeemable	adj
အေႂကြးဆပ္ခဲ့	redeemed	v[pt]
အေႂကြးဆပ္ခဲ့ၿပီး	redeemed	v[pp]
အေႂကြးဆပ္ေန	redeeming	v[ing]
အေႂကြးဆပ္	redeems	v[sg]
ကတိအတိုင္းျပဳလုပ္ျခင္း	redemption	n
ကတိအတိုင္းျဖစ္ေသာ	redemptive	adj
ျပန္လည္ေနရာခ်ထားသည္	redeploy	v
အမ်ားျပည္သူကို ျပသသည့္စနစ္၊ အစီအစဉ္	rediffusion	n
ျပန္လည္ၫြန္သည္	redirect	v
တစ္ဖန္ျပန္၍ျပဳလုပ္သည္	redo	v
အနံ႕ျပင္းေသာ	redolent	adj
ပိုမိုအားရိွေအာင္ ျပဳလုပ္သည္	redouble	v
ခံစစ္ေၾကာင္းရိွ အခိုင္အမာ ေနရာ	redoubt	n
ေၾကာက္ရြံ႕ဖြယ္ေကာင္းေသာ	redoubtable	adj
ႀကံ့ခိုင္ေသာ	redoubtable	adj
ျပန္လည္ျပဳျပင္ျခင္း	redress	n
ျပန္လည္ျပင္ဆင္ျခင္း	redress	n
အနေရာင္မ်ား	reds	n[pl]
အေမရိကန္မွ အသားအနေရာင္ထေသာ တိုင္းရင္းသားလူမ်ိဳး	redskin	n
နည္းေအာင္ျပဳလုပ္သည္	reduce	v
ေလွ်ာ့ပစ္သည္	reduce	v
ေလွ်ာ့ခ်ခဲ့	reduced	v[pt]
ေလွ်ာ့ခ်ခဲ့ၿပီး	reduced	v[pp]
ေလွ်ာ့ခ်	reduces	v[sg]
ေလ်ာ့နည္းေအာင္ ျပဳလုပ္ႏိုင္ေသာ	reducible	adj
ေလွ်ာ့ခ်ေန	reducing	v[ing]
ေလ်ာ့နည္းေအာင္ ျပဳလုပ္ျခင္း	reduction	n
ေလွ်ာ့ခ်ျခင္း	reductions	n[pl]
ေလွ်ာ့ခ်ႏိုင္ျခင္းမ်ား	redundancies	n[pl]
ေလွ်ာ့ခ်ႏိုင္ျခင္း	redundancy	n
ေပါမ်ားေသာ	redundant	adj
ႏွစ္ဆတိုးသည္	reduplicate	v
ႏွစ္ဆပြားသည္	reduplicate	v
အေမရိကန္ျပည္ ကယ္လီဖိုးနီးယားနယ္ေပါက္ အဖိုးတန္သစ္မ်ိဳး	redwood	n
က်ဴပင္	reed	n
က်ဴပင္ေပါမ်ားေသာ	reedy	adj
အသံစူးရွေသာ	reedy	adj
ေသာင္ခံုေက်ာက္တန္း	reef	n
ခါးတိုအက်ၤီ သေဘၤာသား	reefer	n
ေက်ာက္တန္းမ်ား	reefs	n[pl]
အခိုး၊ အနံ႕အသက္	reek	n
အနံ႕ဆိုးထြက္သည္	reek	v
အပ္ခ်ည္၊ ႀကိဳး၊ ဖလင္ စသည္တို႕ကို ရစ္ရန္ ဘီးလံုး	reel	n
ဘီးရစ္တံျဖင့္ ရစ္သည္	reel	v
ေရွးေခတ္က ခရိုင္၊ ၿမိဳ႕နယ္ ရာဇဝတ္တရားသူႀကီး	reeve	n
မ်က္ႏွာျပင္အသစ္ မြမ္းမံသည္	reface	v
အစာေျပသြားရည္စာ	refection	n
ဘုန္ႀကီးေက်ာင္း၊ တကၠသိုလ္ရိွ ထမင္းစားခန္း	refectory	n
လႊေျပာင္းေပးသည္	refer	v
ရည္ၫြန္ကိုးကားသည္	refer	v
ဒိုင္လူႀကီး	referee	n
ဒိုင္လူႀကီးအျဖစ္ ေဆာင္ရြက္သည္	referee	v
ဒိုင္လူႀကီးမ်ား	referees	n[pl]
ကိုးကားျခင္း	reference	n
အညႊန္း ကိုးကားျခင္းမ်ား	references	n[pl]
ျပည္သူ႕ဆႏၵ ခံယူပြဲ	referendum	n
လြႊေျပာင္းေပးေသာ	referrable	adj
ျပန္ျဖည့္သည္	refill	v
ျပန္ျဖည့္ထားသည့္အရာ	refill	n
မွင္ေခ်ာင္းမ်ား	refills	n[pl]
အညစ္အေၾကး ကင္းစင္ေစသည္	refine	v
ယဉ္ေက်းသိမ္ေမြ႕ေစသည္	refine	v
အညစ္အေၾကးကင္းစင္ေအာင္ ျပဳလုပ္ျခင္း	refinement	n
ယဉ္ေက်းသိမ္ေမြ႕ျခင္း	refinement	n
သန္႕စင္ေအာင္ျပဳလုပ္ေပးသူ	refiner	n
သန္႕စင္ေအာင္ ျပဳလုပ္သည့္ ကိရိယာ	refiner	n
သၾကား၊ သတၱဳစသည္တို႕ကို သန္႕ရွင္းေအာင္ျပဳလုပ္သည္	refinery	n
ျပန္လည္ျပင္ဆင္သည္	refit	v
ယခင္ကအတိုင္းျပန္ျဖစ္ေစသည္	reflate	v
ယခင္ကအတိုင္းျပန္ျဖစ္လာျခင္း	reflation	n
တန္ျပန္သည္	reflect	v
အလင္းေရာင္၊ အပူ၊ အသံစသည့္တို႕ကို ျပန္ေစသည္	reflect	v
ဂုဏ္သိကၡာ ထိခိုက္ေစသည္	reflect	v
ပံုရိပ္ထင္ခဲ့	reflected	v[pt]
ပံုရိပ္ထင္ခဲ့ၿပီး	reflected	v[pp]
ပံုရိပ္ထင္ေန	reflecting	v[ing]
ေရာင္ျပန္ဟပ္ျခင္း	reflection	n
အေရာင္ျပန္သည့္အရာ	reflection	n
ေတြးေတာစဉ္းစားျခင္း	reflection	n
ပံုရိပ္မ်ား	reflections	n[pl]
ေတြးေတာ စဉ္းစားေသာ	reflective	adj
ျပန္လွန္ဆင္ျခင္သံုးသပ္လ်က္	reflectively	adv
ေရာင္ျပန္ေစသည့္အရာ	reflector	n
ပံုရိပ္ထင္	reflects	v[sg]
အလိုအေလ်ာက္ တံု႕ျပန္ေသာ	reflex	adj
ကိုယ္တိုင္ ဟူေသာနာမ္စား	reflexive	n
ကတၱားရည္ညႊန္းႀကိယာ၊ နာမ္စား	reflexive	adj
ေရတြင္ျပန္၍ေပၚေစသည္	refloat	v
ျပန္စီးျခင္း၊ ဒေရက်ျခင္း	reflux	n
ျပဳျပင္သည္	reform	v
ျပန္၍ပံုသြင္းသည္	reform	v
ျပဳျပင္ျခင္း	reform	n
ျပဳျပင္ျခင္း	reformation	n
ဘာသာေရး၊ လူမႈေရး၊ ႏိုင္ငံေရး တိုးတက္ေအာင္ အရင္းအျမစ္မွ ျပဳျပင္ေျပာင္းလဲျခင္း	reformation	n
ေလလြင့္လူငယ္မ်ား ထိန္းသိမ္းရန္ေနရာမ်ား	reformatories	n[pl]
ျပဳျပင္ေျပာင္းလဲလိုေသာ	reformatory	adj
ေလလြင့္လူငယ္မ်ား ထိန္းသိမ္းရန္ေနရာ	reformatory	n
ျပဳျပင္တည္ေဆာက္ခဲ့	reformed	v[pt]
ျပဳျပင္တည္ေဆာက္ခဲ့ၿပီး	reformed	v[pp]
ျပဳျပင္သူ	reformer	n
ျပဳျပင္တည္ေဆာက္	reforms	v[sg]
ျပဳျပင္ေျပာင္းလဲမႈမ်ား	reforms	n[pl]
ျပဳျပင္တည္ေဆာက္ေန	refouming	v[ing]
အလင္ယိုင္ေစသည္	refract	v
စည္းကမ္းကိုမလိုက္နာေသာ	refractory	adj
ေရွာင္ၾကဉ္ ထိန္းသိမ္းသည္	refrain	v
အားသစ္တိုးေစသည္	refresh	v
စားေသာက္ရန္ ယူေဆာင္သည္	refresh	v
အားသစ္တိုးေစေသာ	refreshing	adj
အားအင္ျပည့္ၿဖိဳးေစေသာ	refreshing	adj
အားသစ္တိုးျခင္း	refreshment	n
အစားအစာ	refreshment	often pl
ေအးေအာင္ျပဳလုပ္သည္	refrigerate	v
ေရခေတၱာ	refrigerator	n
ေရခေတၱာမ်ား	refrigerators	n[pl]
ေလာင္စာထပ္ျဖည့္သည္	refuel	v
ခိုမီွရာ	refuge	n
ခိုကိုးျခင္း	refuge	n
ခိုလံႈသူ	refugee	n
ဒုကၡသည္စခန္း	refugee camp	n
